id,prompt_category,graph,domain,task,cntbl_cond,subject,temperature,likelihood,confidence,experiment_name,human_subj_id,reasoning_type,RW17_label
233,numeric,collider,sociology,X,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
233,numeric,collider,weather,X,pmm,humans,,31.666666666666668,,pilot_study,138.0,Effect-Absent Diagnostic Inference,g
234,numeric,collider,sociology,X,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
234,numeric,collider,weather,X,pmm,humans,,31.666666666666668,,pilot_study,56.0,Effect-Absent Diagnostic Inference,g
235,numeric,collider,weather,XI,pmm,humans,,35.0,,pilot_study,138.0,Effect-Absent Diagnostic Inference,h
235,numeric,collider,sociology,XI,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
236,numeric,collider,sociology,XI,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
236,numeric,collider,weather,XI,pmm,humans,,35.0,,pilot_study,101.0,Effect-Absent Diagnostic Inference,h
237,numeric,collider,sociology,I,pmm,gpt-4o,0.0,0.0,,pilot_study,,Predictive Inference,i
237,numeric,collider,weather,I,pmm,humans,,13.333333333333334,,pilot_study,101.0,Predictive Inference,i
238,numeric,collider,sociology,II,pmm,gpt-4o,0.0,70.0,,pilot_study,,Predictive Inference,j
238,numeric,collider,weather,II,pmm,humans,,74.16666666666667,,pilot_study,138.0,Predictive Inference,j
239,numeric,collider,sociology,II,pmm,gpt-4o,0.0,50.0,,pilot_study,,Predictive Inference,j
239,numeric,collider,weather,II,pmm,humans,,74.16666666666667,,pilot_study,101.0,Predictive Inference,j
240,numeric,collider,weather,III,pmm,humans,,95.0,,pilot_study,101.0,Predictive Inference,k
240,numeric,collider,sociology,III,pmm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,k
261,numeric,collider,weather,VI,mpm,humans,,72.5,,pilot_study,53.0,Effect-Present Diagnostic Inference,a
261,numeric,collider,sociology,VI,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
262,numeric,collider,sociology,VI,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
262,numeric,collider,weather,VI,mpm,humans,,72.5,,pilot_study,53.0,Effect-Present Diagnostic Inference,a
263,numeric,collider,weather,VII,mpm,humans,,51.25,,pilot_study,118.0,Effect-Present Diagnostic Inference,b
263,numeric,collider,sociology,VII,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
264,numeric,collider,weather,VII,mpm,humans,,51.25,,pilot_study,118.0,Effect-Present Diagnostic Inference,b
264,numeric,collider,sociology,VII,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
265,numeric,collider,sociology,VIII,mpm,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
265,numeric,collider,weather,VIII,mpm,humans,,92.5,,pilot_study,53.0,Effect-Present Diagnostic Inference,c
266,numeric,collider,sociology,VIII,mpm,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
266,numeric,collider,weather,VIII,mpm,humans,,92.5,,pilot_study,118.0,Effect-Present Diagnostic Inference,c
267,numeric,collider,weather,IV,mpm,humans,,72.5,,pilot_study,53.0,Conditional Independence,d
267,numeric,collider,sociology,IV,mpm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
268,numeric,collider,sociology,IV,mpm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
268,numeric,collider,weather,IV,mpm,humans,,72.5,,pilot_study,53.0,Conditional Independence,d
269,numeric,collider,sociology,V,mpm,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,e
269,numeric,collider,weather,V,mpm,humans,,30.0,,pilot_study,118.0,Conditional Independence,e
270,numeric,collider,sociology,V,mpm,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,e
270,numeric,collider,weather,V,mpm,humans,,30.0,,pilot_study,118.0,Conditional Independence,e
271,numeric,collider,weather,IX,mpm,humans,,16.25,,pilot_study,118.0,Effect-Absent Diagnostic Inference,f
271,numeric,collider,sociology,IX,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
272,numeric,collider,sociology,IX,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
272,numeric,collider,weather,IX,mpm,humans,,16.25,,pilot_study,118.0,Effect-Absent Diagnostic Inference,f
273,numeric,collider,weather,X,mpm,humans,,16.25,,pilot_study,118.0,Effect-Absent Diagnostic Inference,g
273,numeric,collider,sociology,X,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
274,numeric,collider,sociology,X,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
274,numeric,collider,weather,X,mpm,humans,,16.25,,pilot_study,53.0,Effect-Absent Diagnostic Inference,g
275,numeric,collider,weather,XI,mpm,humans,,7.5,,pilot_study,53.0,Effect-Absent Diagnostic Inference,h
275,numeric,collider,sociology,XI,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
276,numeric,collider,sociology,XI,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
276,numeric,collider,weather,XI,mpm,humans,,7.5,,pilot_study,118.0,Effect-Absent Diagnostic Inference,h
277,numeric,collider,sociology,I,mpm,gpt-4o,0.0,0.0,,pilot_study,,Predictive Inference,i
277,numeric,collider,weather,I,mpm,humans,,15.0,,pilot_study,53.0,Predictive Inference,i
278,numeric,collider,weather,II,mpm,humans,,87.5,,pilot_study,118.0,Predictive Inference,j
278,numeric,collider,sociology,II,mpm,gpt-4o,0.0,50.0,,pilot_study,,Predictive Inference,j
279,numeric,collider,sociology,II,mpm,gpt-4o,0.0,50.0,,pilot_study,,Predictive Inference,j
279,numeric,collider,weather,II,mpm,humans,,87.5,,pilot_study,53.0,Predictive Inference,j
280,numeric,collider,sociology,III,mpm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,k
280,numeric,collider,weather,III,mpm,humans,,97.5,,pilot_study,118.0,Predictive Inference,k
281,numeric,collider,sociology,VI,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
281,numeric,collider,weather,VI,mmp,humans,,55.0,,pilot_study,33.0,Effect-Present Diagnostic Inference,a
282,numeric,collider,weather,VI,mmp,humans,,55.0,,pilot_study,33.0,Effect-Present Diagnostic Inference,a
282,numeric,collider,sociology,VI,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
283,numeric,collider,weather,VII,mmp,humans,,62.083333333333336,,pilot_study,33.0,Effect-Present Diagnostic Inference,b
283,numeric,collider,sociology,VII,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
284,numeric,collider,sociology,VII,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
284,numeric,collider,weather,VII,mmp,humans,,62.083333333333336,,pilot_study,77.0,Effect-Present Diagnostic Inference,b
285,numeric,collider,weather,VIII,mmp,humans,,82.91666666666667,,pilot_study,77.0,Effect-Present Diagnostic Inference,c
285,numeric,collider,sociology,VIII,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,c
286,numeric,collider,sociology,VIII,mmp,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
286,numeric,collider,weather,VIII,mmp,humans,,82.91666666666667,,pilot_study,3.0,Effect-Present Diagnostic Inference,c
287,numeric,collider,sociology,IV,mmp,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,d
287,numeric,collider,weather,IV,mmp,humans,,31.666666666666668,,pilot_study,72.0,Conditional Independence,d
288,numeric,collider,weather,IV,mmp,humans,,31.666666666666668,,pilot_study,72.0,Conditional Independence,d
288,numeric,collider,sociology,IV,mmp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
289,numeric,collider,sociology,V,mmp,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,e
289,numeric,collider,weather,V,mmp,humans,,37.083333333333336,,pilot_study,72.0,Conditional Independence,e
290,numeric,collider,weather,V,mmp,humans,,37.083333333333336,,pilot_study,57.0,Conditional Independence,e
290,numeric,collider,sociology,V,mmp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
291,numeric,collider,sociology,IX,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
291,numeric,collider,weather,IX,mmp,humans,,14.166666666666666,,pilot_study,57.0,Effect-Absent Diagnostic Inference,f
292,numeric,collider,sociology,IX,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
292,numeric,collider,weather,IX,mmp,humans,,14.166666666666666,,pilot_study,57.0,Effect-Absent Diagnostic Inference,f
293,numeric,collider,sociology,X,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
293,numeric,collider,weather,X,mmp,humans,,26.25,,pilot_study,33.0,Effect-Absent Diagnostic Inference,g
294,numeric,collider,weather,X,mmp,humans,,26.25,,pilot_study,77.0,Effect-Absent Diagnostic Inference,g
294,numeric,collider,sociology,X,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
295,numeric,collider,sociology,XI,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
295,numeric,collider,weather,XI,mmp,humans,,16.666666666666668,,pilot_study,77.0,Effect-Absent Diagnostic Inference,h
296,numeric,collider,weather,XI,mmp,humans,,16.666666666666668,,pilot_study,132.0,Effect-Absent Diagnostic Inference,h
296,numeric,collider,sociology,XI,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
297,numeric,collider,sociology,I,mmp,gpt-4o,0.0,50.0,,pilot_study,,Predictive Inference,i
297,numeric,collider,weather,I,mmp,humans,,28.333333333333332,,pilot_study,57.0,Predictive Inference,i
298,numeric,collider,weather,II,mmp,humans,,71.25,,pilot_study,132.0,Predictive Inference,j
298,numeric,collider,sociology,II,mmp,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
299,numeric,collider,weather,II,mmp,humans,,71.25,,pilot_study,57.0,Predictive Inference,j
299,numeric,collider,sociology,II,mmp,gpt-4o,0.0,50.0,,pilot_study,,Predictive Inference,j
300,numeric,collider,weather,III,mmp,humans,,93.33333333333333,,pilot_study,132.0,Predictive Inference,k
300,numeric,collider,sociology,III,mmp,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,k
321,numeric,collider,sociology,VI,ppp,humans,,68.75,,pilot_study,29.0,Effect-Present Diagnostic Inference,a
321,numeric,collider,weather,VI,ppp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
322,numeric,collider,sociology,VI,ppp,humans,,68.75,,pilot_study,121.0,Effect-Present Diagnostic Inference,a
322,numeric,collider,weather,VI,ppp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
323,numeric,collider,weather,VII,ppp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
323,numeric,collider,sociology,VII,ppp,humans,,70.83333333333333,,pilot_study,38.0,Effect-Present Diagnostic Inference,b
324,numeric,collider,weather,VII,ppp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
324,numeric,collider,sociology,VII,ppp,humans,,70.83333333333333,,pilot_study,121.0,Effect-Present Diagnostic Inference,b
325,numeric,collider,sociology,VIII,ppp,humans,,76.66666666666667,,pilot_study,88.0,Effect-Present Diagnostic Inference,c
325,numeric,collider,weather,VIII,ppp,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
326,numeric,collider,weather,VIII,ppp,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
326,numeric,collider,sociology,VIII,ppp,humans,,76.66666666666667,,pilot_study,74.0,Effect-Present Diagnostic Inference,c
327,numeric,collider,sociology,IV,ppp,humans,,63.75,,pilot_study,38.0,Conditional Independence,d
327,numeric,collider,weather,IV,ppp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
328,numeric,collider,weather,IV,ppp,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,d
328,numeric,collider,sociology,IV,ppp,humans,,63.75,,pilot_study,38.0,Conditional Independence,d
329,numeric,collider,sociology,V,ppp,humans,,47.5,,pilot_study,10.0,Conditional Independence,e
329,numeric,collider,weather,V,ppp,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,e
330,numeric,collider,sociology,V,ppp,humans,,47.5,,pilot_study,29.0,Conditional Independence,e
330,numeric,collider,weather,V,ppp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
331,numeric,collider,weather,IX,ppp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
331,numeric,collider,sociology,IX,ppp,humans,,46.25,,pilot_study,38.0,Effect-Absent Diagnostic Inference,f
332,numeric,collider,sociology,IX,ppp,humans,,46.25,,pilot_study,74.0,Effect-Absent Diagnostic Inference,f
332,numeric,collider,weather,IX,ppp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
333,numeric,collider,sociology,X,ppp,humans,,46.25,,pilot_study,74.0,Effect-Absent Diagnostic Inference,g
333,numeric,collider,weather,X,ppp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
334,numeric,collider,sociology,X,ppp,humans,,46.25,,pilot_study,88.0,Effect-Absent Diagnostic Inference,g
334,numeric,collider,weather,X,ppp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
335,numeric,collider,weather,XI,ppp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
335,numeric,collider,sociology,XI,ppp,humans,,45.833333333333336,,pilot_study,88.0,Effect-Absent Diagnostic Inference,h
336,numeric,collider,sociology,XI,ppp,humans,,45.833333333333336,,pilot_study,10.0,Effect-Absent Diagnostic Inference,h
336,numeric,collider,weather,XI,ppp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
337,numeric,collider,weather,I,ppp,gpt-4o,0.0,0.0,,pilot_study,,Predictive Inference,i
337,numeric,collider,sociology,I,ppp,humans,,47.5,,pilot_study,29.0,Predictive Inference,i
338,numeric,collider,sociology,II,ppp,humans,,68.75,,pilot_study,10.0,Predictive Inference,j
338,numeric,collider,weather,II,ppp,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
339,numeric,collider,sociology,II,ppp,humans,,68.75,,pilot_study,10.0,Predictive Inference,j
339,numeric,collider,weather,II,ppp,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
340,numeric,collider,sociology,III,ppp,humans,,95.0,,pilot_study,88.0,Predictive Inference,k
340,numeric,collider,weather,III,ppp,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,k
381,numeric,collider,weather,VI,pmm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
381,numeric,collider,sociology,VI,pmm,humans,,47.5,,pilot_study,1.0,Effect-Present Diagnostic Inference,a
382,numeric,collider,sociology,VI,pmm,humans,,47.5,,pilot_study,141.0,Effect-Present Diagnostic Inference,a
382,numeric,collider,weather,VI,pmm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
383,numeric,collider,sociology,VII,pmm,humans,,63.75,,pilot_study,141.0,Effect-Present Diagnostic Inference,b
383,numeric,collider,weather,VII,pmm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
384,numeric,collider,sociology,VII,pmm,humans,,63.75,,pilot_study,1.0,Effect-Present Diagnostic Inference,b
384,numeric,collider,weather,VII,pmm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
385,numeric,collider,weather,VIII,pmm,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
385,numeric,collider,sociology,VIII,pmm,humans,,73.125,,pilot_study,141.0,Effect-Present Diagnostic Inference,c
386,numeric,collider,sociology,VIII,pmm,humans,,73.125,,pilot_study,28.0,Effect-Present Diagnostic Inference,c
386,numeric,collider,weather,VIII,pmm,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
387,numeric,collider,weather,IV,pmm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
387,numeric,collider,sociology,IV,pmm,humans,,30.625,,pilot_study,108.0,Conditional Independence,d
388,numeric,collider,weather,IV,pmm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
388,numeric,collider,sociology,IV,pmm,humans,,30.625,,pilot_study,141.0,Conditional Independence,d
389,numeric,collider,weather,V,pmm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
389,numeric,collider,sociology,V,pmm,humans,,35.0,,pilot_study,141.0,Conditional Independence,e
390,numeric,collider,sociology,V,pmm,humans,,35.0,,pilot_study,141.0,Conditional Independence,e
390,numeric,collider,weather,V,pmm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
391,numeric,collider,sociology,IX,pmm,humans,,15.625,,pilot_study,1.0,Effect-Absent Diagnostic Inference,f
391,numeric,collider,weather,IX,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
392,numeric,collider,weather,IX,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
392,numeric,collider,sociology,IX,pmm,humans,,15.625,,pilot_study,28.0,Effect-Absent Diagnostic Inference,f
393,numeric,collider,sociology,X,pmm,humans,,15.625,,pilot_study,1.0,Effect-Absent Diagnostic Inference,g
393,numeric,collider,weather,X,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
394,numeric,collider,weather,X,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
394,numeric,collider,sociology,X,pmm,humans,,15.625,,pilot_study,108.0,Effect-Absent Diagnostic Inference,g
395,numeric,collider,weather,XI,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
395,numeric,collider,sociology,XI,pmm,humans,,20.625,,pilot_study,1.0,Effect-Absent Diagnostic Inference,h
396,numeric,collider,sociology,XI,pmm,humans,,20.625,,pilot_study,141.0,Effect-Absent Diagnostic Inference,h
396,numeric,collider,weather,XI,pmm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
397,numeric,collider,weather,I,pmm,gpt-4o,0.0,0.0,,pilot_study,,Predictive Inference,i
397,numeric,collider,sociology,I,pmm,humans,,42.5,,pilot_study,108.0,Predictive Inference,i
398,numeric,collider,sociology,II,pmm,humans,,79.375,,pilot_study,28.0,Predictive Inference,j
398,numeric,collider,weather,II,pmm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
399,numeric,collider,sociology,II,pmm,humans,,79.375,,pilot_study,141.0,Predictive Inference,j
399,numeric,collider,weather,II,pmm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
400,numeric,collider,weather,III,pmm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,k
400,numeric,collider,sociology,III,pmm,humans,,92.5,,pilot_study,28.0,Predictive Inference,k
421,numeric,collider,sociology,VI,mpm,humans,,56.25,,pilot_study,71.0,Effect-Present Diagnostic Inference,a
421,numeric,collider,weather,VI,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
422,numeric,collider,sociology,VI,mpm,humans,,56.25,,pilot_study,71.0,Effect-Present Diagnostic Inference,a
422,numeric,collider,weather,VI,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
423,numeric,collider,weather,VII,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
423,numeric,collider,sociology,VII,mpm,humans,,62.5,,pilot_study,99.0,Effect-Present Diagnostic Inference,b
424,numeric,collider,sociology,VII,mpm,humans,,62.5,,pilot_study,71.0,Effect-Present Diagnostic Inference,b
424,numeric,collider,weather,VII,mpm,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
425,numeric,collider,weather,VIII,mpm,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
425,numeric,collider,sociology,VIII,mpm,humans,,76.25,,pilot_study,99.0,Effect-Present Diagnostic Inference,c
426,numeric,collider,weather,VIII,mpm,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
426,numeric,collider,sociology,VIII,mpm,humans,,76.25,,pilot_study,71.0,Effect-Present Diagnostic Inference,c
427,numeric,collider,sociology,IV,mpm,humans,,50.0,,pilot_study,99.0,Conditional Independence,d
427,numeric,collider,weather,IV,mpm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
428,numeric,collider,weather,IV,mpm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
428,numeric,collider,sociology,IV,mpm,humans,,50.0,,pilot_study,99.0,Conditional Independence,d
429,numeric,collider,sociology,V,mpm,humans,,50.0,,pilot_study,99.0,Conditional Independence,e
429,numeric,collider,weather,V,mpm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
430,numeric,collider,weather,V,mpm,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
430,numeric,collider,sociology,V,mpm,humans,,50.0,,pilot_study,71.0,Conditional Independence,e
431,numeric,collider,sociology,IX,mpm,humans,,31.25,,pilot_study,99.0,Effect-Absent Diagnostic Inference,f
431,numeric,collider,weather,IX,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
432,numeric,collider,weather,IX,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
432,numeric,collider,sociology,IX,mpm,humans,,31.25,,pilot_study,99.0,Effect-Absent Diagnostic Inference,f
433,numeric,collider,sociology,X,mpm,humans,,42.5,,pilot_study,99.0,Effect-Absent Diagnostic Inference,g
433,numeric,collider,weather,X,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
434,numeric,collider,sociology,X,mpm,humans,,42.5,,pilot_study,71.0,Effect-Absent Diagnostic Inference,g
434,numeric,collider,weather,X,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
435,numeric,collider,sociology,XI,mpm,humans,,25.0,,pilot_study,71.0,Effect-Absent Diagnostic Inference,h
435,numeric,collider,weather,XI,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
436,numeric,collider,weather,XI,mpm,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
436,numeric,collider,sociology,XI,mpm,humans,,25.0,,pilot_study,99.0,Effect-Absent Diagnostic Inference,h
437,numeric,collider,sociology,I,mpm,humans,,0.0,,pilot_study,71.0,Predictive Inference,i
437,numeric,collider,weather,I,mpm,gpt-4o,0.0,0.0,,pilot_study,,Predictive Inference,i
438,numeric,collider,weather,II,mpm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
438,numeric,collider,sociology,II,mpm,humans,,62.5,,pilot_study,99.0,Predictive Inference,j
439,numeric,collider,sociology,II,mpm,humans,,62.5,,pilot_study,99.0,Predictive Inference,j
439,numeric,collider,weather,II,mpm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,j
440,numeric,collider,sociology,III,mpm,humans,,100.0,,pilot_study,99.0,Predictive Inference,k
440,numeric,collider,weather,III,mpm,gpt-4o,0.0,100.0,,pilot_study,,Predictive Inference,k
441,numeric,collider,sociology,VI,mmp,humans,,80.625,,pilot_study,137.0,Effect-Present Diagnostic Inference,a
441,numeric,collider,weather,VI,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Present Diagnostic Inference,a
442,numeric,collider,weather,VI,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,a
442,numeric,collider,sociology,VI,mmp,humans,,80.625,,pilot_study,39.0,Effect-Present Diagnostic Inference,a
443,numeric,collider,weather,VII,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
443,numeric,collider,sociology,VII,mmp,humans,,66.875,,pilot_study,107.0,Effect-Present Diagnostic Inference,b
444,numeric,collider,sociology,VII,mmp,humans,,66.875,,pilot_study,39.0,Effect-Present Diagnostic Inference,b
444,numeric,collider,weather,VII,mmp,gpt-4o,0.0,50.0,,pilot_study,,Effect-Present Diagnostic Inference,b
445,numeric,collider,weather,VIII,mmp,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
445,numeric,collider,sociology,VIII,mmp,humans,,75.625,,pilot_study,137.0,Effect-Present Diagnostic Inference,c
446,numeric,collider,sociology,VIII,mmp,humans,,75.625,,pilot_study,39.0,Effect-Present Diagnostic Inference,c
446,numeric,collider,weather,VIII,mmp,gpt-4o,0.0,100.0,,pilot_study,,Effect-Present Diagnostic Inference,c
447,numeric,collider,sociology,IV,mmp,humans,,57.5,,pilot_study,63.0,Conditional Independence,d
447,numeric,collider,weather,IV,mmp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
448,numeric,collider,weather,IV,mmp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,d
448,numeric,collider,sociology,IV,mmp,humans,,57.5,,pilot_study,107.0,Conditional Independence,d
449,numeric,collider,weather,V,mmp,gpt-4o,0.0,50.0,,pilot_study,,Conditional Independence,e
449,numeric,collider,sociology,V,mmp,humans,,46.25,,pilot_study,107.0,Conditional Independence,e
450,numeric,collider,sociology,V,mmp,humans,,46.25,,pilot_study,63.0,Conditional Independence,e
450,numeric,collider,weather,V,mmp,gpt-4o,0.0,0.0,,pilot_study,,Conditional Independence,e
451,numeric,collider,sociology,IX,mmp,humans,,29.375,,pilot_study,39.0,Effect-Absent Diagnostic Inference,f
451,numeric,collider,weather,IX,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
452,numeric,collider,sociology,IX,mmp,humans,,29.375,,pilot_study,63.0,Effect-Absent Diagnostic Inference,f
452,numeric,collider,weather,IX,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,f
453,numeric,collider,weather,X,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
453,numeric,collider,sociology,X,mmp,humans,,43.125,,pilot_study,63.0,Effect-Absent Diagnostic Inference,g
454,numeric,collider,sociology,X,mmp,humans,,43.125,,pilot_study,137.0,Effect-Absent Diagnostic Inference,g
454,numeric,collider,weather,X,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,g
455,numeric,collider,sociology,XI,mmp,humans,,36.25,,pilot_study,39.0,Effect-Absent Diagnostic Inference,h
455,numeric,collider,weather,XI,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
456,numeric,collider,weather,XI,mmp,gpt-4o,0.0,0.0,,pilot_study,,Effect-Absent Diagnostic Inference,h
456,numeric,collider,sociology,XI,mmp,humans,,36.25,,pilot_study,63.0,Effect-Absent Diagnostic Inference,h
457,numeric,collider,sociology,I,mmp,humans,,20.0,,pilot_study,107.0,Predictive Inference,i
