agent,prompt_category,experiment,link,EA_raw,MV_raw,EA_raw_tasks,MV_raw_tasks,EA_model,MV_model,b,m1,m2,pC1,pC2,m_bar,m_gap,normative_metric,domain,loocv_r2,r2,loss,mae,rmse,loocv_rmse,params_tying,EA_raw_mean,EA_raw_median,EA_raw_lo,EA_raw_hi,MV_raw_mean,MV_raw_median,MV_raw_lo,MV_raw_hi,n_domains,meets_ea,meets_mv,meets_loocv_r2,normative_reasoner,ea_diff_threshold,mv_diff_threshold,loocv_r2_threshold,tag
gpt-5-mini-v_low-r_medium,CoT,rw17_overloaded_e,noisy_or,0.4779166666666667,-0.0166666666666666,VIII - VI,IV - V,0.3064980208873749,0.0,0.1658646315336227,0.7126366496086121,0.7126366496086121,0.3897828161716461,0.3897828161716461,0.7126366496086121,0.0,0.5467720180749893,all,0.8840989450377377,0.8517663651357155,0.0137113546952605,0.0831253752112388,0.0994635298848152,0.0901708388591994,3,0.4779166666666667,0.461875,0.4310416666666666,0.5302083333333334,-0.0166666666666666,-0.025,-0.0291666666666666,-0.0020833333333333,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_minimal,CoT,rw17_overloaded_e,noisy_or,0.4680871212121212,-0.0447916666666666,VIII - VI,IV - V,0.2981642484664917,0.0,0.1611970663070678,0.6593093276023865,0.6593093276023865,0.3599075973033905,0.3599075973033905,0.6593093276023865,0.0,0.4981122612953187,all,0.9009550679638378,0.8497506662450879,0.0126569038257002,0.0756446421146392,0.093374103307724,0.0778307292348123,3,0.4653769841269841,0.4528273809523809,0.4362065972222221,0.5065972222222223,-0.0447916666666666,-0.0374999999999999,-0.0666666666666666,-0.0218749999999999,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-nano-v_low-r_low,CoT,rw17_overloaded_e,noisy_or,0.0999999999999999,-0.009375,VIII - VI,IV - V,0.136602371931076,0.0,0.2929074764251709,0.5049180388450623,0.5049180388450623,0.4257187247276306,0.4257187247276306,0.5049180388450623,0.0,0.2120105624198913,all,0.9609098420689932,0.7109883970319533,0.0075744627974927,0.0812742486596107,0.1032522618770599,0.0349815698069016,3,0.0999999999999999,0.04375,0.0166666666666666,0.2020833333333333,-0.009375,-0.0249999999999999,-0.04375,0.0322916666666666,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-nano-v_low-r_minimal,CoT,rw17_overloaded_e,noisy_or,0.0204166666666666,0.0235416666666666,VIII - VI,IV - V,0.1028766334056854,0.0,0.3165349662303924,0.4312282800674438,0.4312282800674438,0.4289614856243133,0.4289614856243133,0.4312282800674438,0.0,0.1146933138370513,all,0.8936606214411721,0.6151751480650627,0.008320971392095,0.088482841849327,0.1110945418477058,0.0518838709850974,3,0.0204166666666666,0.006875,-0.0414583333333333,0.0852083333333333,0.0235416666666666,0.00125,-0.0114583333333333,0.0639583333333333,6.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-v_low-r_low,CoT,rw17_overloaded_e,noisy_or,0.3729166666666666,-0.0041666666666666,VIII - VI,IV - V,0.270652711391449,0.0,0.2031127363443374,0.7374958395957947,0.7374958395957947,0.4350123703479767,0.4350123703479767,0.7374958395957947,0.0,0.5343831032514572,all,0.934283895725606,0.8899502210594781,0.0106754153966903,0.0703355520963668,0.084306888282299,0.0665107413680353,3,0.3729166666666666,0.35,0.3499999999999999,0.41875,-0.0041666666666666,-0.0062499999999999,-0.0062499999999999,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-v_low-r_minimal,CoT,rw17_overloaded_e,noisy_or,0.3260416666666666,0.0014583333333333,VIII - VI,IV - V,0.2030806243419647,0.0,0.2373162657022476,0.6113693118095398,0.6113693118095398,0.4373286366462707,0.4373286366462707,0.6113693118095398,0.0,0.3740530461072922,all,0.9031462696067418,0.8615560228155471,0.0065375473350286,0.0633827298879623,0.077604055404663,0.0680182822479196,3,0.3260416666666666,0.3156249999999999,0.2989583333333332,0.3604166666666666,0.0014583333333333,0.0,-0.0125,0.0154218749999999,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-5-haiku-20241022,numeric,rw17_overloaded_e,noisy_or,-0.0010416666666666,0.1833333333333333,VIII - VI,IV - V,0.0887768864631652,0.0,0.2955086827278137,0.3215265572071075,0.6935102939605713,0.6928969621658325,0.6928969621658325,0.5075184255838394,0.3719837367534638,0.2120097428560257,all,0.628259005533328,,0.0543642900884151,0.1026540249586105,,0.101456671471439,4,-0.0010416666666666,-0.0031249999999999,-0.0135416666666666,0.0125,0.1833333333333333,0.1687499999999999,0.15,0.2229427083333331,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-7-sonnet-20250219,numeric,rw17_overloaded_e,noisy_or,0.4557291666666666,0.0,VIII - VI,IV - V,0.3762977123260498,0.0,0.072546437382698,0.7720575928688049,0.7720575928688049,0.4890520572662353,0.4890520572662353,0.7720575928688049,0.0,0.6995111554861069,all,0.8486954174668193,,0.0498698130249977,0.127136155962944,,0.1174226068931714,3,0.4557291666666667,0.4515625,0.4390494791666666,0.4723958333333333,0.0,0.0,0.0,0.0,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-haiku-20240307,numeric,rw17_overloaded_e,noisy_or,-0.1421875000000001,0.2369791666666666,VIII - VI,IV - V,0.0558871030807495,0.0,0.4578417539596557,0.5268591642379761,0.5268591642379761,0.7099138498306274,0.7099138498306274,0.5268591642379761,0.0,0.0690174102783203,all,0.5517455212448237,,0.0579711720347404,0.1195903718471527,,0.1075212989730939,3,-0.1421875,-0.1046875,-0.2307291666666666,-0.0656119791666667,0.2369791666666667,0.2375,0.221875,0.2515625,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-opus,numeric,rw17_overloaded_e,noisy_or,0.2025,-0.0015624999999999,VIII - VI,IV - V,0.1142303943634033,0.0,0.353944331407547,0.4061881005764007,0.7559564709663391,0.5315507054328918,0.5315507054328918,0.5810722857713699,0.3497683703899384,0.2271279543638229,all,0.6537532636930865,,0.0189797952771186,0.1014951169490814,,0.1042880419779154,4,0.2025,0.1896875,0.1481119791666666,0.2629166666666667,-0.0015625,0.0,-0.0078125,0.0031249999999999,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-sonnet-4-20250514,numeric,rw17_overloaded_e,noisy_or,0.1817708333333333,0.0026041666666666,VIII - VI,IV - V,0.2412467002868652,0.0,0.2035617679357528,0.6862747669219971,0.6862747669219971,0.4805024564266205,0.4805024564266205,0.6862747669219971,0.0,0.4827129989862442,all,0.9753664872704044,,0.0202781874686479,0.0587366111576557,,0.0388605067463298,3,0.1817708333333333,0.18125,0.1161458333333333,0.2567708333333333,0.0026041666666666,0.0,0.0,0.0078125,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-1.5-pro,numeric,rw17_overloaded_e,noisy_or,0.1088541666666667,-0.0354166666666666,VIII - VI,IV - V,0.1731543540954589,0.0,0.3106333315372467,0.7216384410858154,0.7216384410858154,0.545131504535675,0.545131504535675,0.7216384410858154,0.0,0.4110051095485687,all,0.8592898731328229,,0.0398939996957778,0.1353754699230194,,0.095902343276076,3,0.1088541666666666,0.1171875,0.0635416666666666,0.1489583333333334,-0.0354166666666666,-0.0328124999999999,-0.0588541666666666,-0.0130208333333333,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-2.5-flash,numeric,rw17_overloaded_e,noisy_or,0.5078830645161291,0.0052083333333333,VIII - VI,IV - V,0.4681206941604614,0.0,0.0248430743813514,0.9027687907218932,0.9027687907218932,0.4804805517196655,0.4804805517196655,0.9027687907218932,0.0,0.8779257163405418,all,0.9832510052911254,,0.0510151945054531,0.0509390421211719,,0.0453890980070877,3,0.507718253968254,0.5026339285714285,0.4949404761904761,0.5215624999999998,0.0052083333333333,0.0,0.0,0.0104166666666666,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-2.5-flash-lite,numeric,rw17_overloaded_e,noisy_or,-0.2578125,-0.1588541666666666,VIII - VI,IV - V,0.10166597366333,0.0,0.3605243861675262,0.4968652725219726,0.4968652725219726,0.4809555411338806,0.4809555411338806,0.4968652725219726,0.0,0.1363408863544464,all,0.3130016438967881,,0.08253825455904,0.2334542125463485,,0.2081829906662964,3,-0.2578125,-0.1890624999999999,-0.4291666666666667,-0.1484374999999999,-0.1588541666666666,-0.15625,-0.1953776041666666,-0.125,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-2.5-pro,numeric,rw17_overloaded_e,noisy_or,0.5311231884057972,-0.0076086956521739,VIII - VI,IV - V,0.5022153258323669,0.0,0.0106235574930906,0.9576299786567688,0.9576299786567688,0.4754535257816314,0.4754535257816314,0.9576299786567688,0.0,0.9470064211636782,all,0.9892773761236116,,0.0626369267702102,0.0429762601852417,,0.0393491940521065,3,0.5298115079365079,0.5244791666666666,0.5092248263888889,0.5527777777777777,-0.0072916666666666,0.0,-0.0166666666666666,0.0,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-3.5-turbo,numeric,rw17_overloaded_e,noisy_or,-0.0260416666666666,0.1317708333333334,VIII - VI,IV - V,0.0189283490180969,0.0,0.6202540397644043,0.3874122500419616,0.3874122500419616,0.7217576503753662,0.7217576503753662,0.3874122500419616,0.0,-0.2328417897224426,all,0.5357024385740241,,0.0485351718962192,0.0785370022058487,,0.0631736222014893,3,-0.0260416666666666,-0.0390625,-0.0703125,0.0208333333333333,0.1317708333333333,0.1390625,0.090625,0.1713541666666667,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-4,numeric,rw17_overloaded_e,noisy_or,0.2609375,-0.0885416666666666,VIII - VI,IV - V,0.1510089635848999,0.0,0.2802271246910095,0.3792888224124908,0.8596958518028259,0.5199013352394104,0.5199013352394104,0.6194923371076584,0.4804070293903351,0.3392652124166488,all,0.3896438419693262,,0.0324832610785961,0.1170267164707183,,0.1587497821100722,4,0.2609375,0.225,0.16875,0.3625,-0.0885416666666666,-0.0625,-0.1510416666666666,-0.0416666666666666,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-4.1,numeric,rw17_overloaded_e,noisy_or,0.2626041666666666,0.0041666666666667,VIII - VI,IV - V,0.3508264422416687,0.0,0.1489433050155639,0.8671425580978394,0.8671425580978394,0.4563698470592499,0.4563698470592499,0.8671425580978394,0.0,0.7181992530822754,all,0.9369662521024464,,0.0464894846081733,0.1001701205968856,,0.0814763945996341,3,0.2626041666666667,0.2471875,0.2230208333333333,0.3078125,0.0041666666666666,0.0,0.0,0.0104166666666666,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-4.1-mini,numeric,rw17_overloaded_e,noisy_or,0.4041666666666666,-0.0458333333333333,VIII - VI,IV - V,0.3605396151542663,0.0,0.1067842245101928,0.6992546916007996,0.6992546916007996,0.4091376364231109,0.4091376364231109,0.6992546916007996,0.0,0.5924704670906068,all,0.9196337059059482,,0.0560860075056552,0.1463368088006973,,0.0789521087575845,3,0.4041666666666667,0.409375,0.3692708333333334,0.4385416666666666,-0.0458333333333333,-0.0375,-0.08125,-0.0114583333333333,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-4o,numeric,rw17_overloaded_e,noisy_or,0.3223958333333334,0.03125,VIII - VI,IV - V,0.47913458943367,0.0,0.0409692265093326,0.8942781686782837,0.8050598502159119,0.4143429696559906,0.4143429696559906,0.8496690094470978,0.0892183184623718,0.8086997829377651,all,0.986946961858324,,0.07913538813591,0.1347579658031463,,0.0396568298414927,4,0.3223958333333333,0.35,0.2390624999999999,0.3833333333333333,0.03125,0.015625,-0.0104166666666666,0.078125,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_low,numeric,rw17_overloaded_e,noisy_or,0.55375,-0.0093749999999999,VIII - VI,IV - V,0.3969388902187347,0.0,0.1112440302968025,0.8011278510093689,0.8011278510093689,0.39055997133255,0.39055997133255,0.8011278510093689,0.0,0.6898838207125664,all,0.8808614362521673,,0.0389532893896102,0.0847464278340339,,0.1038807503027212,3,0.55375,0.5196875,0.4891666666666666,0.6258333333333334,-0.009375,-0.0093749999999999,-0.0177083333333333,-0.0010416666666666,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_minimal,numeric,rw17_overloaded_e,noisy_or,0.1836458333333332,-0.0927083333333333,VIII - VI,IV - V,0.1541151404380798,0.0,0.247037187218666,0.4009425044059753,0.5847756862640381,0.4414496421813965,0.4414496421813965,0.4928590953350067,0.1838331818580628,0.2458219081163407,all,0.8570859394111346,,0.0314310863614082,0.1245032772421836,,0.0695496598070945,4,0.1836458333333333,0.1674999999999999,0.1584375,0.2114583333333334,-0.0927083333333333,-0.1046874999999999,-0.1328124999999999,-0.0479036458333334,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-nano-v_low-r_low,numeric,rw17_overloaded_e,noisy_or,0.2042105263157894,-0.0421052631578947,VIII - VI,IV - V,0.203213095664978,0.0,0.2486769556999206,0.6289385557174683,0.6289385557174683,0.423755019903183,0.423755019903183,0.6289385557174683,0.0,0.3802616000175476,all,0.94829538007978,,0.0215682908892631,0.0851282402873039,,0.051107443608062,3,0.2034722222222222,0.1744791666666666,0.1425347222222222,0.2784027777777778,-0.0418055555555555,-0.0332291666666666,-0.0885546875,-0.0017013888888888,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-nano-v_low-r_minimal,numeric,rw17_overloaded_e,noisy_or,-0.1006249999999999,0.0556249999999999,VIII - VI,IV - V,0.0323588252067565,0.0,0.4160277843475342,0.2601532638072967,0.2601532638072967,0.4871487021446228,0.4871487021446228,0.2601532638072967,0.0,-0.1558745205402374,all,0.5097559975690643,,0.0559523813426494,0.1658472716808319,,0.0702295955879273,3,-0.100625,-0.1015625,-0.1234375,-0.0748958333333333,0.0556249999999999,0.0334374999999999,0.0080208333333333,0.1082395833333332,6.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-v_low-r_low,numeric,rw17_overloaded_e,noisy_or,0.5207291666666667,-0.0036458333333333,VIII - VI,IV - V,0.4246717393398285,0.0,0.089276909828186,0.851345419883728,0.851345419883728,0.4196127653121948,0.4196127653121948,0.851345419883728,0.0,0.762068510055542,all,0.9296739228037266,,0.0429312847554683,0.0796527490019798,,0.0855213318684844,3,0.5207291666666667,0.534375,0.4488541666666666,0.5927083333333333,-0.0036458333333333,0.0,-0.0125,0.0015625,6.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-v_low-r_minimal,numeric,rw17_overloaded_e,noisy_or,0.0675,0.0010416666666666,VIII - VI,IV - V,0.218801349401474,0.0,0.2470819503068924,0.6782628297805786,0.6782628297805786,0.4349212944507599,0.4349212944507599,0.6782628297805786,0.0,0.4311808794736862,all,0.657046441920598,,0.0370778478682041,0.1313328295946121,,0.1557659566030193,3,0.0674999999999999,0.0637499999999999,0.0302083333333332,0.1060520833333332,0.0010416666666666,0.0,-0.0020833333333333,0.0052083333333333,6.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-5-haiku-20241022,CoT,random_abstract,noisy_or,0.1979166666666666,0.0479166666666666,VIII - VI,IV - V,0.1670576930046081,0.0,0.2085018008947372,0.5463563799858093,0.5463563799858093,0.5766471028327942,0.5766471028327942,0.5463563799858093,0.0,0.3378545790910721,all,0.8244014482643598,0.4431658108721696,0.0239820685237646,0.152743399143219,0.1912142932415008,0.0857260555867977,3,0.1979166666666667,0.21875,0.14375,0.23125,0.0479166666666666,0.0749999999999999,-0.0625,0.1312499999999999,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-7-sonnet-20250219,CoT,random_abstract,noisy_or,0.4291666666666667,0.0333333333333333,VIII - VI,IV - V,0.4196881651878357,0.0,0.0718852952122688,0.8059106469154358,0.8059106469154358,0.4391417205333709,0.4391417205333709,0.8059106469154358,0.0,0.734025351703167,all,0.930344313044324,0.9206825940454308,0.0196458809077739,0.0649228170514106,0.0872193202376365,0.0844502247849036,3,0.4291666666666667,0.43125,0.4187499999999999,0.4375,0.0333333333333333,0.0374999999999999,0.0,0.0625,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-haiku-20240307,CoT,random_abstract,noisy_or,-0.0458333333333332,0.1708333333333332,VIII - VI,IV - V,0.034315288066864,0.0,0.5298296213150024,0.4328996539115906,0.4328996539115906,0.6934967637062073,0.6934967637062073,0.4328996539115906,0.0,-0.0969299674034118,all,0.758747381881079,0.1411157208011644,0.0394412949681282,0.1877124011516571,0.2290354073047638,0.0557107138722082,3,-0.0458333333333333,-0.03125,-0.11875,0.0124999999999999,0.1708333333333333,0.14375,0.0625,0.30625,3.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-opus,CoT,random_abstract,noisy_or,0.2729166666666667,0.0458333333333333,VIII - VI,IV - V,0.1692143082618713,0.0,0.2341345995664596,0.5363514423370361,0.5363514423370361,0.500508189201355,0.500508189201355,0.5363514423370361,0.0,0.3022168427705765,all,0.8409802277108873,0.5517062067277875,0.0141867259517312,0.1164439171552658,0.1509949415922165,0.0805102432586361,3,0.2729166666666667,0.26875,0.2250000000000001,0.325,0.0458333333333333,0.0749999999999999,-0.0124999999999999,0.0749999999999999,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-opus-4-20250514,CoT,random_abstract,noisy_or,,,VIII - VI,IV - V,0.3571969866752624,0.0,0.1485002040863037,0.9013103246688844,0.9013103246688844,0.4666658639907837,0.4666658639907837,0.9013103246688844,0.0,0.7528101205825807,all,0.9543367326124348,0.9710312818002726,0.0187437124550342,0.0422295704483985,0.0557054094970226,0.0679107848199591,3,,,,,,,,,,False,False,True,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-sonnet-4-20250514,CoT,random_abstract,noisy_or,0.3729166666666666,0.0562499999999999,VIII - VI,IV - V,0.2879255712032318,0.0,0.1900750249624252,0.7730230689048767,0.7730230689048767,0.451717346906662,0.451717346906662,0.7730230689048767,0.0,0.5829480439424515,all,0.9642581595163252,0.9197252719346044,0.0108075346797704,0.0584215484559536,0.07601298391819,0.0516617399366722,3,0.3729166666666666,0.375,0.3625,0.3812499999999999,0.05625,0.0499999999999999,0.03125,0.0875,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-1.5-pro,CoT,random_abstract,noisy_or,0.4104166666666665,-0.1270833333333333,VIII - VI,IV - V,0.3425829708576202,0.0,0.1478648781776428,0.8131807446479797,0.8131807446479797,0.4375194609165191,0.4375194609165191,0.8131807446479797,0.0,0.6653158664703369,all,0.9286088213006268,0.8249965339346045,0.0199909415096044,0.0895163565874099,0.1309731900691986,0.0800463855830272,3,0.4104166666666667,0.40625,0.3875,0.4375,-0.1270833333333333,-0.14375,-0.1624999999999999,-0.075,3.0,True,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-2.5-flash,CoT,random_abstract,noisy_or,0.5033333333333332,0.0,VIII - VI,IV - V,0.4758933186531067,0.0,0.0254972167313098,0.9782543182373048,0.9782543182373048,0.4927524626255035,0.4927524626255035,0.9782543182373048,0.0,0.952757101505995,all,0.99644237429407,0.984085274467026,0.0295172370970249,0.0239342171698808,0.0474026165902614,0.0229062864866558,3,0.5033333333333333,0.4925,0.4812499999999999,0.5362499999999999,0.0,0.0,0.0,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-2.5-flash-lite,CoT,random_abstract,noisy_or,0.3695075757575758,0.0043478260869564,VIII - VI,IV - V,0.344866394996643,0.0,0.1502347588539123,0.8342106342315674,0.8342106342315674,0.4431596994400024,0.4431596994400024,0.8342106342315674,0.0,0.683975875377655,all,0.956228892709054,0.8992177007961977,0.0181383322924375,0.0753714963793754,0.0975277498364448,0.065214911246185,3,0.3717261904761904,0.3794642857142857,0.2937499999999999,0.4419642857142857,0.0041666666666666,0.0,0.0,0.0124999999999999,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-2.5-pro,CoT,random_abstract,noisy_or,0.5083333333333333,0.0,VIII - VI,IV - V,0.4658042788505554,0.0,0.0404289402067661,0.9861834049224854,0.9997681975364684,0.4938388764858246,0.4938388764858246,0.9929758012294768,0.013584792613983,0.9525468610227108,all,0.9919475463080402,0.9894391305665292,0.029860608279705,0.0204508043825626,0.0389063842594623,0.0345743217360363,4,0.5083333333333334,0.5125,0.4875,0.525,0.0,0.0,0.0,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-3.5-turbo,CoT,random_abstract,noisy_or,-0.0979166666666665,0.2333333333333332,VIII - VI,IV - V,0.0265856981277465,0.0,0.6222278475761414,0.4891170561313629,0.4891170561313629,0.7337929606437683,0.7337929606437683,0.4891170561313629,0.0,-0.1331107914447784,all,0.3966126369373505,0.1093184045983636,0.0579166449606418,0.2210473716259002,0.28245410323143,0.1051368025401107,3,-0.0979166666666666,-0.0374999999999999,-0.21875,-0.0374999999999999,0.2333333333333332,0.1437499999999999,0.1312499999999999,0.425,3.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4,CoT,random_abstract,noisy_or,0.3125,0.0041666666666666,VIII - VI,IV - V,0.327383428812027,0.0,0.1362417489290237,0.7154191732406616,0.7154191732406616,0.4233152568340301,0.4233152568340301,0.7154191732406616,0.0,0.5791774243116379,all,0.918953871714134,0.8279861505582315,0.0167573671787977,0.0837966129183769,0.1158309653401374,0.0799007677977521,3,0.3125,0.3125,0.30625,0.31875,0.0041666666666666,0.0,-0.0374999999999999,0.0499999999999999,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4.1,CoT,random_abstract,noisy_or,0.5416666666666667,0.0666666666666666,VIII - VI,IV - V,0.4343892335891723,0.0,0.0884847939014434,0.8568950295448303,0.8568950295448303,0.407018780708313,0.407018780708313,0.8568950295448303,0.0,0.768410235643387,all,0.953524428407126,0.9363404168167656,0.0206077452749013,0.0600074306130409,0.0800256729125976,0.0707551963652108,3,0.5416666666666666,0.53125,0.525,0.5687500000000001,0.0666666666666666,0.075,0.0374999999999999,0.0875,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4.1-mini,CoT,random_abstract,noisy_or,0.5125,-0.0479166666666666,VIII - VI,IV - V,0.4224242866039276,0.0,0.0844507291913032,0.7128015160560608,0.7128015160560608,0.3476105332374573,0.3476105332374573,0.7128015160560608,0.0,0.6283507868647575,all,0.9503033449126044,0.9043744874260848,0.0172516666352748,0.0691971778869628,0.0860569179058075,0.0636776102746565,3,0.5125,0.5249999999999999,0.48125,0.53125,-0.0479166666666666,-0.0625,-0.075,-0.0062499999999999,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4o,CoT,random_abstract,noisy_or,0.4937499999999998,-0.075,VIII - VI,IV - V,0.3925986289978027,0.0,0.1098382696509361,0.765523374080658,0.765523374080658,0.3763400018215179,0.3763400018215179,0.765523374080658,0.0,0.6556851044297218,all,0.9429919724427188,0.8714115181448423,0.0188944209367036,0.0772101432085037,0.1049685925245285,0.0704602686969374,3,0.4937499999999999,0.475,0.4375,0.56875,-0.075,-0.1124999999999999,-0.1124999999999999,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_low,CoT,random_abstract,noisy_or,0.5008152173913043,-0.0086956521739129,VIII - VI,IV - V,0.364958792924881,0.0,0.1318764984607696,0.8026033639907837,0.8026033639907837,0.4127791225910187,0.4127791225910187,0.8026033639907837,0.0,0.670726865530014,all,0.929136348133178,0.9054362173061932,0.0168106220662593,0.0727510899305343,0.0895040854811668,0.0792720232697067,3,0.5017857142857143,0.475,0.46875,0.5616071428571429,-0.0083333333333333,0.0,-0.025,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_medium,CoT,random_abstract,noisy_or,0.5874999999999999,0.0,VIII - VI,IV - V,0.4087614119052887,0.0,0.1067335158586502,0.8587483167648315,0.8587483167648315,0.4164332747459411,0.4164332747459411,0.8587483167648315,0.0,0.7520148009061813,all,0.920917230235065,0.9081312303014772,0.020455801859498,0.0774733796715736,0.0950996503233909,0.0897726580873675,3,0.5875,0.59375,0.5625,0.60625,0.0,0.0,0.0,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_minimal,CoT,random_abstract,noisy_or,0.5291666666666666,-0.0375,VIII - VI,IV - V,0.3589392602443695,0.0,0.1291379481554031,0.7375789880752563,0.7375789880752563,0.3768964111804962,0.3768964111804962,0.7375789880752563,0.0,0.6084410399198532,all,0.9181092069517824,0.8669367314177592,0.015997864305973,0.0777985528111457,0.1002097874879837,0.0802719694706946,3,0.5291666666666667,0.525,0.525,0.5375,-0.0375,-0.0499999999999999,-0.0625,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
