agent,prompt_category,domain,loss,mae,rmse,r2,ece_10bin,aic,bic,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
claude-opus-4-20250514,numeric,,0.0451933853328228,0.0996296256780624,0.1401960551738739,0.7970295183146404,0.0089860735461115,-933.062431211938,-915.659236595228,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T18:49:34.739683+00:00,0.5055516958236694,0.4868355095386505,0.5004981160163879,0.9313820600509644,,,,,,,0.5037974119186401,0.0686617791652679,0.5437019467353821,0.7487255930900574,0.4951467514038086,0.835788369178772
claude-sonnet-4-20250514,numeric,,0.0427678078413009,0.0736774429678917,0.0939898416399955,0.9128648341917882,0.0174598611891269,-1124.9929271773085,-1107.5897325605983,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:49:49.708953+00:00,0.4715025722980499,0.4797638654708862,0.5583577156066895,0.9950817823410034,,,,,,,0.494641900062561,0.0920924171805381,0.4953719675540924,0.8840672969818115,0.5772022008895874,0.8169761300086975
gpt-4,numeric,,0.0384432226419448,0.0659896582365036,0.1282293796539306,0.7290069704437885,0.0255995072424411,-975.888604313131,-958.4854096964212,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T18:50:07.540950+00:00,0.5121279954910278,0.5049772262573242,0.4847850501537323,0.999990701675415,,,,,,,0.4838784635066986,0.0099835461005568,0.4927954077720642,0.2003925740718841,0.4725507199764251,0.8973291516304016
gpt-4.1,numeric,,0.066620759665966,0.0177624765783548,0.0756134092807769,0.9607722154535516,0.0003958456683903,-1229.4183816842062,-1212.0151870674963,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:50:33.953268+00:00,0.4715025722980499,0.4911052584648132,0.5583577156066895,0.9983803033828736,,,,,,,0.494641900062561,0.0007641721749678,0.4953719675540924,0.9853919148445128,0.5772022008895874,0.9711125493049622
gpt-4.1-mini,numeric,,0.0802653133869171,0.0863905474543571,0.1690233200788498,0.7959970088469079,0.0056808207184076,-843.3049123193169,-825.901717702607,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:50:56.439956+00:00,0.4715025722980499,0.4070789813995361,0.5583577156066895,0.8432012796401978,,,,,,,0.494641900062561,0.0143398065119981,0.4953719675540924,0.943244457244873,0.5772022008895874,0.7934468984603882
gpt-4o,numeric,,0.073906309902668,0.054509125649929,0.1180808693170547,0.9076844693266902,0.0015515154227614,-1015.4650783317966,-998.0618837150868,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:51:10.847712+00:00,0.4715025722980499,0.4302146732807159,0.5583577156066895,0.7493184208869934,,,,,,,0.494641900062561,0.001909329672344,0.4953719675540924,0.9621238708496094,0.5772022008895874,0.9959288239479064
humans,numeric,,0.0188990402966737,0.0908604711294174,0.1096960082650184,0.7736204505915569,0.0089354664087295,-1050.820305196872,-1033.417110580162,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T18:51:34.346168+00:00,0.5083481073379517,0.5302714109420776,0.4970588684082031,0.4708634912967682,,,,,,,0.4851265251636505,0.2515846788883209,0.5145881772041321,0.645193338394165,0.5031993389129639,0.6048714518547058
o3,numeric,,0.0376918129622936,0.0733884796500206,0.0884532332420349,0.9179458750556344,0.0062540359795093,-1154.1350438951326,-1136.7318492784227,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T18:51:46.981030+00:00,0.5055516958236694,0.4472716152667999,0.5004981160163879,0.4780396819114685,,,,,,,0.5037974119186401,0.1144353598356247,0.5437019467353821,0.8680100440979004,0.4951467514038086,0.808275043964386
o3-mini,numeric,,0.0712127164006233,0.0359263978898525,0.0933065265417099,0.941527422144516,0.0034973556001205,-1128.495310653633,-1111.092116036923,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:51:59.122536+00:00,0.4715025722980499,0.467467188835144,0.5583577156066895,0.8315242528915405,,,,,,,0.494641900062561,0.0010811696993187,0.4953719675540924,0.9985092282295228,0.5772022008895874,0.9690276980400084
gpt-4,numeric-conf,,0.0305890627205371,0.0716802552342414,0.1167328804731369,0.7296455717059688,0.0216654621064662,-1020.97615289991,-1003.5729582832,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T18:52:23.787083+00:00,0.5121279954910278,0.5108481645584106,0.4847850501537323,0.99999737739563,,,,,,,0.4838784635066986,0.0452965125441551,0.4927954077720642,0.243709847331047,0.4725507199764251,0.8465923070907593
gpt-4.1,numeric-conf,,0.0539735555648803,0.0481135360896587,0.0752609744668006,0.9528497888993194,0.0032284444198012,-1231.6609140024348,-1214.2577193857248,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:52:47.364082+00:00,0.4715025722980499,0.455446720123291,0.5583577156066895,0.9678939580917358,,,,,,,0.494641900062561,0.036629918962717,0.4953719675540924,0.9528281092643738,0.5772022008895874,0.8506689071655273
gpt-4.1-mini,numeric-conf,,0.0569576732814312,0.1227298900485038,0.1887029707431793,0.6454065021476821,0.0045673936605453,-790.4389400940029,-773.035745477293,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:53:03.551919+00:00,0.4715025722980499,0.4146071076393127,0.5583577156066895,0.721488356590271,,,,,,,0.494641900062561,0.071551501750946,0.4953719675540924,0.6288591623306274,0.5772022008895874,0.7952784299850464
gpt-4o,numeric-conf,,0.0524791255593299,0.0792148113250732,0.1251226365566253,0.8600868521503108,0.0136809982359409,-987.6612562266891,-970.2580616099792,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T18:53:16.122602+00:00,0.5055516958236694,0.4776602983474731,0.5004981160163879,0.9999986886978148,,,,,,,0.5037974119186401,0.0537314973771572,0.5437019467353821,0.8701124787330627,0.4951467514038086,0.8186459541320801
o3,numeric-conf,,0.0314743667840957,0.0755409747362136,0.0911772102117538,0.8947607578772251,0.0083934418857097,-1139.576154306733,-1122.1729596900232,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:53:38.689167+00:00,0.4715025722980499,0.4209902584552765,0.5583577156066895,0.508823573589325,,,,,,,0.494641900062561,0.1507015079259872,0.4953719675540924,0.8177014589309692,0.5772022008895874,0.7346821427345276
o3-mini,numeric-conf,,0.0624986998736858,0.049757819622755,0.0775626525282859,0.9541373197730348,0.0069004812277853,-1217.2012287764535,-1199.7980341597436,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:53:50.054381+00:00,0.4715025722980499,0.4230109453201294,0.5583577156066895,0.7946576476097107,,,,,,,0.494641900062561,0.0204628724604845,0.4953719675540924,0.9812105894088744,0.5772022008895874,0.9107443690299988
claude-3-haiku-20240307,CoT,,0.0489899329841136,0.1238870695233345,0.1621112823486328,0.5636955976475857,0.0155768871307373,-863.3466852887932,-845.9434906720833,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T18:54:07.303142+00:00,0.5121279954910278,0.690590500831604,0.4847850501537323,0.6074521541595459,,,,,,,0.4838784635066986,0.2788087129592895,0.4927954077720642,0.669267475605011,0.4725507199764251,0.6822922229766846
claude-opus-4-20250514,CoT,,0.0198366697877645,0.0385927595198154,0.0699012577533721,0.921557138605802,0.0108342063095834,-181.5683599652507,-173.65076527297015,36,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-16T18:54:20.152026+00:00,0.5055516958236694,0.4822221994400024,0.5004981160163879,0.4756153523921966,,,,,,,0.5037974119186401,0.1288464367389679,0.5437019467353821,0.7148513793945312,0.4951467514038086,0.8358597159385681
gpt-4,CoT,,0.0156980920583009,0.0544818863272666,0.0835266038775444,0.8531817979605667,0.0101273827254772,-1181.6432317298058,-1164.240037113096,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T18:54:23.152822+00:00,0.5083481073379517,0.4836264848709106,0.4970588684082031,0.9999960660934448,,,,,,,0.4851265251636505,0.1656645536422729,0.5145881772041321,0.5293890833854675,0.5031993389129639,0.7397344708442688
gpt-4.1,CoT,,0.0455254949629306,0.0298348125070333,0.0530244261026382,0.9755232971205582,0.0013546127825975,-1399.7612425545062,-1382.3580479377963,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:54:45.039874+00:00,0.4715025722980499,0.4701615869998932,0.5583577156066895,0.9300847053527832,,,,,,,0.494641900062561,0.0527827925980091,0.4953719675540924,0.9099859595298768,0.5772022008895874,0.9361626505851746
gpt-4.1-mini,CoT,,0.03463089838624,0.0618483573198318,0.0836658328771591,0.920697855597864,0.0061617046906359,-1175.8819598922112,-1158.4996421325536,239,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:55:00.529465+00:00,0.4715025722980499,0.425237625837326,0.5583577156066895,0.7080055475234985,,,,,,,0.494641900062561,0.0966904535889625,0.4953719675540924,0.8054438233375549,0.5772022008895874,0.8369341492652893
gpt-4o,CoT,,0.0308259166777133,0.0565182454884052,0.0807534158229827,0.922327196232612,0.0072047010064125,-1197.8504063588912,-1180.4472117421813,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:55:12.098555+00:00,0.4715025722980499,0.4518848955631256,0.5583577156066895,0.9140706062316896,,,,,,,0.494641900062561,0.1129682958126068,0.4953719675540924,0.788168728351593,0.5772022008895874,0.8315355777740479
o3,CoT,,0.0277539864182472,0.0726647153496742,0.0849061906337738,0.8999533865730055,0.0070410837130299,-1134.3206601087652,-1117.0869732504336,232,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:55:26.349598+00:00,0.4715025722980499,0.4056584537029266,0.5583577156066895,0.39398393034935,,,,,,,0.494641900062561,0.1441690921783447,0.4953719675540924,0.7590480446815491,0.5772022008895874,0.7319492697715759
o3-mini,CoT,,0.0539480559527874,0.0490728393197059,0.0872263759374618,0.9373844348967418,0.0071270888671278,-1160.839308488866,-1143.436113872156,240,noisy_or,5,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T18:55:36.487568+00:00,0.4715025722980499,0.4718136489391327,0.5583577156066895,0.9889203906059264,,,,,,,0.494641900062561,0.0687200725078582,0.4953719675540924,0.9618663787841796,0.5772022008895874,0.8912833333015442
claude-3-5-haiku-20241022,numeric,,0.0412750951945781,0.1489299982786178,0.1860958635807037,0.4177360013308364,0.037648981809616,-801.1168107525781,-790.6748939825521,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T18:55:53.797726+00:00,0.5055516958236694,0.5062282085418701,0.5055516958236694,0.5062282085418701,0.0455659590661525,-0.6294670104980469,0.5204474329948425,1.241847038269043,0.5204474329948425,1.241847038269043,,,,,,
claude-3-7-sonnet-20250219,numeric,,0.0830031633377075,0.1128397360444068,0.1404729783535003,0.8518845545016561,0.079694196768105,-936.1152831702254,-925.6733664001996,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:55:57.357971+00:00,0.510697066783905,0.4600842893123626,0.510697066783905,0.4600842893123626,0.4291347861289978,-1.6004416942596436,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,
claude-3-haiku-20240307,numeric,,0.0551995262503623,0.154886856675148,0.1935682445764541,0.3776382049513849,0.0271021217107772,-782.2200527798492,-771.7781360098232,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T18:56:10.351802+00:00,0.5055516958236694,0.6551998853683472,0.5055516958236694,0.6551998853683472,0.0455659590661525,-0.3934527635574341,0.5204474329948425,1.2267111539840698,0.5204474329948425,1.2267111539840698,,,,,,
claude-opus-4-20250514,numeric,,0.058029867708683,0.1102666482329368,0.1487589627504348,0.7714782637312818,0.0425411988049745,-908.6054455333352,-898.1635287633093,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:56:14.330164+00:00,0.510697066783905,0.4861482083797455,0.510697066783905,0.4861482083797455,0.4291347861289978,-1.7767285108566284,0.7355052828788757,2.9999988079071045,0.7355052828788757,2.9999988079071045,,,,,,
claude-sonnet-4-20250514,numeric,,0.0594947375357151,0.0848419964313507,0.1038867682218551,0.893548422877178,0.0453467787243425,-1080.9378078530983,-1070.4958910830726,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:56:28.535812+00:00,0.510697066783905,0.4562755227088928,0.510697066783905,0.4562755227088928,0.4291347861289978,-1.613921880722046,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,
gpt-4,numeric,,0.0432756803929805,0.1661683470010757,0.1862135976552963,0.4285136574488841,0.1145931750535965,-800.8132076618879,-790.3712908918619,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:56:41.067034+00:00,0.510697066783905,0.5889064073562622,0.510697066783905,0.5889064073562622,0.4291347861289978,-0.4778652191162109,0.7355052828788757,1.3572065830230713,0.7355052828788757,1.3572065830230713,,,,,,
gpt-4.1,numeric,,0.0876846835017204,0.1040634885430336,0.1378169357776641,0.8696829219457392,0.0956264041364193,-945.2779198713308,-934.836003101305,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:56:45.280614+00:00,0.510697066783905,0.464506059885025,0.510697066783905,0.464506059885025,0.4291347861289978,-1.3394441604614258,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,
gpt-4.1-mini,numeric,,0.1010012850165367,0.1395764797925949,0.1914561837911605,0.7382527949984161,0.0861996260471642,-787.4862286425599,-777.044311872534,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:56:57.087655+00:00,0.510697066783905,0.393119603395462,0.510697066783905,0.393119603395462,0.4291347861289978,-1.8429770469665527,0.7355052828788757,2.9999990463256836,0.7355052828788757,2.9999990463256836,,,,,,
gpt-4o,numeric,,0.0960414707660675,0.1302266418933868,0.1642992496490478,0.8212743649083231,0.0827594889327883,-860.9116043876996,-850.4696876176737,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:57:08.518294+00:00,0.510697066783905,0.4249047935009002,0.510697066783905,0.4249047935009002,0.4291347861289978,-1.4255602359771729,0.7355052828788757,2.9999988079071045,0.7355052828788757,2.9999988079071045,,,,,,
humans,numeric,,0.0263714361935853,0.0916800275444984,0.1115776821970939,0.7657874161315652,0.0392060473561286,-1046.656424821569,-1036.2145080515434,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:57:20.100483+00:00,0.510697066783905,0.5331544280052185,0.510697066783905,0.5331544280052185,0.4291347861289978,-0.9766237735748292,0.7355052828788757,1.738269329071045,0.7355052828788757,1.738269329071045,,,,,,
o3,numeric,,0.0533919557929039,0.0864570140838623,0.1052780821919441,0.8837617665640383,0.0486598365008831,-1074.551988269846,-1064.1100714998202,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:57:24.261608+00:00,0.510697066783905,0.4493303596973419,0.510697066783905,0.4493303596973419,0.4291347861289978,-1.4675376415252686,0.7355052828788757,2.9999990463256836,0.7355052828788757,2.9999990463256836,,,,,,
o3-mini,numeric,,0.093244694173336,0.1148201078176498,0.1493931859731674,0.8501040941196163,0.0859565641731023,-906.5633420138772,-896.1214252438511,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:57:38.069023+00:00,0.510697066783905,0.4479817152023315,0.510697066783905,0.4479817152023315,0.4291347861289978,-1.357129693031311,0.7355052828788757,2.999999523162842,0.7355052828788757,2.999999523162842,,,,,,
gpt-4,numeric-conf,,0.0354031547904014,0.142888143658638,0.1672942340373993,0.4447238815442482,0.0689300060272216,-852.2405436494226,-841.7986268793967,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:57:50.242522+00:00,0.510697066783905,0.5693485736846924,0.510697066783905,0.5693485736846924,0.4291347861289978,-0.4972016811370849,0.7355052828788757,1.2402753829956057,0.7355052828788757,1.2402753829956057,,,,,,
gpt-4.1,numeric-conf,,0.0736291781067848,0.0882979854941368,0.1134814471006393,0.8928002660755053,0.06497233370319,-1038.535646730029,-1028.093729960003,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:57:54.232556+00:00,0.510697066783905,0.434192955493927,0.510697066783905,0.434192955493927,0.4291347861289978,-1.576288819313049,0.7355052828788757,2.999998092651367,0.7355052828788757,2.999998092651367,,,,,,
gpt-4.1-mini,numeric-conf,,0.0704529657959938,0.1345771998167038,0.2094402313232422,0.56318900647581,0.0579169049859046,-744.3920915652461,-733.9501747952202,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:58:06.712396+00:00,0.510697066783905,0.4191221296787262,0.510697066783905,0.4191221296787262,0.4291347861289978,-1.6891404390335083,0.7355052828788757,2.9134631156921387,0.7355052828788757,2.9134631156921387,,,,,,
gpt-4o,numeric-conf,,0.0690537691116333,0.1028107777237892,0.1433660835027694,0.8163124837887539,0.0607657194137573,-926.3298542657662,-915.8879374957404,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:58:15.502082+00:00,0.510697066783905,0.4582465887069702,0.510697066783905,0.4582465887069702,0.4291347861289978,-1.672811508178711,0.7355052828788757,2.9999988079071045,0.7355052828788757,2.9999988079071045,,,,,,
o3,numeric-conf,,0.0465270690619945,0.0876211374998092,0.1040990650653839,0.8628174786461207,0.0425698824226856,-1079.957900610364,-1069.515983840338,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:58:27.992978+00:00,0.510697066783905,0.4181176722049713,0.510697066783905,0.4181176722049713,0.4291347861289978,-1.5853207111358645,0.7355052828788757,2.9999961853027344,0.7355052828788757,2.9999961853027344,,,,,,
o3-mini,numeric-conf,,0.0847533121705055,0.1109576374292373,0.128576248884201,0.873969506292411,0.073017313866876,-978.5919075383158,-968.14999076829,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:58:40.732781+00:00,0.510697066783905,0.4092324078083038,0.510697066783905,0.4092324078083038,0.4291347861289978,-1.5216418504714966,0.7355052828788757,2.999999523162842,0.7355052828788757,2.999999523162842,,,,,,
claude-3-haiku-20240307,CoT,,0.0559986047446727,0.1339273452758789,0.1771878153085708,0.4787682770542756,0.0599136099219322,-824.6615960894165,-814.2196793193906,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:58:53.183455+00:00,0.510697066783905,0.6846021413803101,0.510697066783905,0.6846021413803101,0.4291347861289978,-0.428087443113327,0.7355052828788757,1.445791244506836,0.7355052828788757,1.445791244506836,,,,,,
claude-opus-4-20250514,CoT,,0.0301441326737403,0.064229279756546,0.0902345404028892,0.8692839040104042,0.0441671332551373,-167.18469767649134,-162.434140861123,36,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy,8,8,2025-08-16T18:58:57.547069+00:00,0.510697066783905,0.4973068535327911,0.510697066783905,0.4973068535327911,0.4291347861289978,-1.318183183670044,0.7355052828788757,2.570558547973633,0.7355052828788757,2.570558547973633,,,,,,
gpt-4,CoT,,0.0230182446539402,0.077745571732521,0.1126450225710868,0.7329735941015247,0.0381170280277729,-1042.0866433894823,-1031.6447266194564,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:58:59.599410+00:00,0.510697066783905,0.4973712563514709,0.510697066783905,0.4973712563514709,0.4291347861289978,-0.7915667295455933,0.7355052828788757,1.6080172061920166,0.7355052828788757,1.6080172061920166,,,,,,
gpt-4.1,CoT,,0.0639309361577034,0.0781402140855789,0.1001331657171249,0.912711539553883,0.0628781842067837,-1098.6020803740944,-1088.1601636040684,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:59:03.556026+00:00,0.510697066783905,0.4551263749599457,0.510697066783905,0.4551263749599457,0.4291347861289978,-1.3664236068725586,0.7355052828788757,2.9999992847442627,0.7355052828788757,2.9999992847442627,,,,,,
gpt-4.1-mini,CoT,,0.0506828352808952,0.0838173851370811,0.1007715687155723,0.8849558008182549,0.0385947477181586,-1090.9617170412423,-1080.532326385448,239,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:59:16.568062+00:00,0.510697066783905,0.4231706261634826,0.510697066783905,0.4231706261634826,0.4291347861289978,-1.5568697452545166,0.7355052828788757,2.999999523162842,0.7355052828788757,2.999999523162842,,,,,,
gpt-4o,CoT,,0.0457348823547363,0.079216718673706,0.1015342697501182,0.8772073267515678,0.0418298501521348,-1091.932285656731,-1081.490368886705,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:59:31.826842+00:00,0.510697066783905,0.4421868324279785,0.510697066783905,0.4421868324279785,0.4291347861289978,-1.5255160331726074,0.7355052828788757,2.9999966621398926,0.7355052828788757,2.9999966621398926,,,,,,
o3,CoT,,0.0419638566672802,0.083792470395565,0.0992925092577934,0.8631777544365189,0.0316309379734869,-1065.693896681,-1055.3536845660012,232,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:59:46.396078+00:00,0.510697066783905,0.4105096161365509,0.510697066783905,0.4105096161365509,0.4291347861289978,-1.595414638519287,0.7355052828788757,2.8679325580596924,0.7355052828788757,2.8679325580596924,,,,,,
o3-mini,CoT,,0.0737067386507988,0.0955008789896965,0.1225068420171737,0.8764885010944082,0.0666533442214131,-1001.8024198665412,-991.3605030965152,240,logistic,3,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T18:59:54.272146+00:00,0.510697066783905,0.4452472031116485,0.510697066783905,0.4452472031116485,0.4291347861289978,-1.3683531284332275,0.7355052828788757,2.999999523162842,0.7355052828788757,2.999999523162842,,,,,,
claude-3-5-haiku-20241022,numeric,,0.0431293025612831,0.1172913685441017,0.1687587648630142,0.521172392091678,0.0325352426618337,-846.056807119467,-832.134251426099,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:00:08.078364+00:00,0.510697066783905,0.4810317158699035,0.510697066783905,0.4810317158699035,0.4291347861289978,-1.7954671382904053,0.7355052828788757,0.7795672416687012,0.334291398525238,2.9999942779541016,,,,,,
claude-3-7-sonnet-20250219,numeric,,0.0871798172593116,0.1128406897187233,0.1404731422662735,0.851884211495837,0.0796961480751633,-934.114727378755,-920.192171685387,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:00:21.905745+00:00,0.510697066783905,0.4600816965103149,0.510697066783905,0.4600816965103149,0.4291347861289978,-1.600510597229004,0.7355052828788757,2.9999921321868896,0.334291398525238,2.999997615814209,,,,,,
claude-3-haiku-20240307,numeric,,0.0557870790362358,0.1508785784244537,0.1926651895046234,0.3834317481706615,0.0450578898191452,-782.4646678190754,-768.5421121257075,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:00:35.417317+00:00,0.510697066783905,0.6461783051490784,0.510697066783905,0.6461783051490784,0.4291347861289978,-0.5910305380821228,0.7355052828788757,1.1167371273040771,0.334291398525238,1.595966935157776,,,,,,
claude-opus-4-20250514,numeric,,0.0614142641425132,0.11056699603796,0.1460801064968109,0.7796345861522045,0.0405983535572886,-915.3280514245212,-901.4054957311532,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:00:40.536178+00:00,0.510697066783905,0.4790810644626617,0.510697066783905,0.4790810644626617,0.4291347861289978,-1.7010523080825806,0.7355052828788757,2.5100746154785156,0.334291398525238,2.9999985694885254,,,,,,
claude-sonnet-4-20250514,numeric,,0.0629286095499992,0.0848415419459343,0.1038867682218551,0.893548422877178,0.0453452670015394,-1078.9378078530983,-1065.0152521597306,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:00:54.414405+00:00,0.510697066783905,0.4562783539295196,0.510697066783905,0.4562783539295196,0.4291347861289978,-1.613858938217163,0.7355052828788757,2.9999988079071045,0.334291398525238,3.0,,,,,,
gpt-4,numeric,,0.0462881736457347,0.1261873543262481,0.1601715832948684,0.5771815086901989,0.0833948358893394,-871.1246309424166,-857.2020752490487,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:01:07.810400+00:00,0.510697066783905,0.5569235682487488,0.510697066783905,0.5569235682487488,0.4291347861289978,-1.420028567314148,0.7355052828788757,1.0361942052841189,0.334291398525238,2.9999942779541016,,,,,,
gpt-4.1,numeric,,0.0937705338001251,0.1040636077523231,0.1378169655799865,0.8696828674183164,0.0956265039741992,-943.2778194502738,-929.355263756906,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:01:22.036231+00:00,0.510697066783905,0.4645064771175384,0.510697066783905,0.4645064771175384,0.4291347861289978,-1.3394463062286377,0.7355052828788757,2.9999988079071045,0.334291398525238,2.9999992847442627,,,,,,
gpt-4.1-mini,numeric,,0.103993684053421,0.1395787298679351,0.1914561688899994,0.7382528233731703,0.0862018727697432,-785.4862546598058,-771.5636989664379,240,logistic,4,0.4,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,8,8,2025-08-16T19:01:34.461065+00:00,0.510697066783905,0.3930988609790802,0.510697066783905,0.3930988609790802,0.4291347861289978,-1.8430466651916504,0.7355052828788757,3.0,0.334291398525238,2.9999988079071045,,,,,,
