id,prompt_category,graph,domain,task,cntbl_cond,subject,temperature,likelihood,experiment_name,human_subj_id,reasoning_type,RW17_label
240,single_numeric_response,collider,weather,III,pmm,gpt-4o,0.0,100.0,pilot_study,,Predictive Inference,k
240,single_numeric_response,collider,weather,III,pmm,humans,,95.0,pilot_study,101.0,Predictive Inference,k
261,single_numeric_response,collider,weather,VI,mpm,humans,,72.5,pilot_study,53.0,Effect-Present Diagnostic Inference,a
261,single_numeric_response,collider,weather,VI,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
262,single_numeric_response,collider,weather,VI,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
262,single_numeric_response,collider,weather,VI,mpm,humans,,72.5,pilot_study,118.0,Effect-Present Diagnostic Inference,a
263,single_numeric_response,collider,weather,VII,mpm,humans,,51.25,pilot_study,53.0,Effect-Present Diagnostic Inference,b
263,single_numeric_response,collider,weather,VII,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
264,single_numeric_response,collider,weather,VII,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
264,single_numeric_response,collider,weather,VII,mpm,humans,,51.25,pilot_study,118.0,Effect-Present Diagnostic Inference,b
265,single_numeric_response,collider,weather,VIII,mpm,humans,,92.5,pilot_study,118.0,Effect-Present Diagnostic Inference,c
265,single_numeric_response,collider,weather,VIII,mpm,gpt-4o,0.0,100.0,pilot_study,,Effect-Present Diagnostic Inference,c
266,single_numeric_response,collider,weather,VIII,mpm,humans,,92.5,pilot_study,53.0,Effect-Present Diagnostic Inference,c
266,single_numeric_response,collider,weather,VIII,mpm,gpt-4o,0.0,100.0,pilot_study,,Effect-Present Diagnostic Inference,c
267,single_numeric_response,collider,weather,IV,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
267,single_numeric_response,collider,weather,IV,mpm,humans,,72.5,pilot_study,53.0,Conditional Independence,d
268,single_numeric_response,collider,weather,IV,mpm,humans,,72.5,pilot_study,118.0,Conditional Independence,d
268,single_numeric_response,collider,weather,IV,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
269,single_numeric_response,collider,weather,V,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
269,single_numeric_response,collider,weather,V,mpm,humans,,30.0,pilot_study,53.0,Conditional Independence,e
270,single_numeric_response,collider,weather,V,mpm,humans,,30.0,pilot_study,53.0,Conditional Independence,e
270,single_numeric_response,collider,weather,V,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
271,single_numeric_response,collider,weather,IX,mpm,humans,,16.25,pilot_study,118.0,Effect-Absent Diagnostic Inference,f
271,single_numeric_response,collider,weather,IX,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,f
272,single_numeric_response,collider,weather,IX,mpm,humans,,16.25,pilot_study,53.0,Effect-Absent Diagnostic Inference,f
272,single_numeric_response,collider,weather,IX,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,f
273,single_numeric_response,collider,weather,X,mpm,humans,,16.25,pilot_study,53.0,Effect-Absent Diagnostic Inference,g
273,single_numeric_response,collider,weather,X,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
274,single_numeric_response,collider,weather,X,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
274,single_numeric_response,collider,weather,X,mpm,humans,,16.25,pilot_study,118.0,Effect-Absent Diagnostic Inference,g
275,single_numeric_response,collider,weather,XI,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
275,single_numeric_response,collider,weather,XI,mpm,humans,,7.5,pilot_study,53.0,Effect-Absent Diagnostic Inference,h
276,single_numeric_response,collider,weather,XI,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
276,single_numeric_response,collider,weather,XI,mpm,humans,,7.5,pilot_study,118.0,Effect-Absent Diagnostic Inference,h
277,single_numeric_response,collider,weather,I,mpm,humans,,15.0,pilot_study,53.0,Predictive Inference,i
277,single_numeric_response,collider,weather,I,mpm,gpt-4o,0.0,0.0,pilot_study,,Predictive Inference,i
278,single_numeric_response,collider,weather,II,mpm,gpt-4o,0.0,75.0,pilot_study,,Predictive Inference,j
278,single_numeric_response,collider,weather,II,mpm,humans,,87.5,pilot_study,53.0,Predictive Inference,j
279,single_numeric_response,collider,weather,II,mpm,gpt-4o,0.0,50.0,pilot_study,,Predictive Inference,j
279,single_numeric_response,collider,weather,II,mpm,humans,,87.5,pilot_study,118.0,Predictive Inference,j
280,single_numeric_response,collider,weather,III,mpm,gpt-4o,0.0,100.0,pilot_study,,Predictive Inference,k
280,single_numeric_response,collider,weather,III,mpm,humans,,97.5,pilot_study,53.0,Predictive Inference,k
281,single_numeric_response,collider,weather,VI,mmp,humans,,55.0,pilot_study,132.0,Effect-Present Diagnostic Inference,a
281,single_numeric_response,collider,weather,VI,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
282,single_numeric_response,collider,weather,VI,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
282,single_numeric_response,collider,weather,VI,mmp,humans,,55.0,pilot_study,77.0,Effect-Present Diagnostic Inference,a
283,single_numeric_response,collider,weather,VII,mmp,humans,,62.083333333333336,pilot_study,132.0,Effect-Present Diagnostic Inference,b
283,single_numeric_response,collider,weather,VII,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
284,single_numeric_response,collider,weather,VII,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
284,single_numeric_response,collider,weather,VII,mmp,humans,,62.083333333333336,pilot_study,33.0,Effect-Present Diagnostic Inference,b
285,single_numeric_response,collider,weather,VIII,mmp,gpt-4o,0.0,100.0,pilot_study,,Effect-Present Diagnostic Inference,c
285,single_numeric_response,collider,weather,VIII,mmp,humans,,82.91666666666667,pilot_study,33.0,Effect-Present Diagnostic Inference,c
286,single_numeric_response,collider,weather,VIII,mmp,gpt-4o,0.0,100.0,pilot_study,,Effect-Present Diagnostic Inference,c
286,single_numeric_response,collider,weather,VIII,mmp,humans,,82.91666666666667,pilot_study,132.0,Effect-Present Diagnostic Inference,c
287,single_numeric_response,collider,weather,IV,mmp,humans,,31.666666666666668,pilot_study,72.0,Conditional Independence,d
287,single_numeric_response,collider,weather,IV,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
288,single_numeric_response,collider,weather,IV,mmp,humans,,31.666666666666668,pilot_study,33.0,Conditional Independence,d
288,single_numeric_response,collider,weather,IV,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
289,single_numeric_response,collider,weather,V,mmp,humans,,37.083333333333336,pilot_study,33.0,Conditional Independence,e
289,single_numeric_response,collider,weather,V,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
290,single_numeric_response,collider,weather,V,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
290,single_numeric_response,collider,weather,V,mmp,humans,,37.083333333333336,pilot_study,77.0,Conditional Independence,e
291,single_numeric_response,collider,weather,IX,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,f
291,single_numeric_response,collider,weather,IX,mmp,humans,,14.166666666666666,pilot_study,57.0,Effect-Absent Diagnostic Inference,f
292,single_numeric_response,collider,weather,IX,mmp,humans,,14.166666666666666,pilot_study,3.0,Effect-Absent Diagnostic Inference,f
292,single_numeric_response,collider,weather,IX,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,f
293,single_numeric_response,collider,weather,X,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
293,single_numeric_response,collider,weather,X,mmp,humans,,26.25,pilot_study,3.0,Effect-Absent Diagnostic Inference,g
294,single_numeric_response,collider,weather,X,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
294,single_numeric_response,collider,weather,X,mmp,humans,,26.25,pilot_study,3.0,Effect-Absent Diagnostic Inference,g
295,single_numeric_response,collider,weather,XI,mmp,humans,,16.666666666666668,pilot_study,72.0,Effect-Absent Diagnostic Inference,h
295,single_numeric_response,collider,weather,XI,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
296,single_numeric_response,collider,weather,XI,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
296,single_numeric_response,collider,weather,XI,mmp,humans,,16.666666666666668,pilot_study,77.0,Effect-Absent Diagnostic Inference,h
297,single_numeric_response,collider,weather,I,mmp,humans,,28.333333333333332,pilot_study,57.0,Predictive Inference,i
297,single_numeric_response,collider,weather,I,mmp,gpt-4o,0.0,0.0,pilot_study,,Predictive Inference,i
298,single_numeric_response,collider,weather,II,mmp,humans,,71.25,pilot_study,57.0,Predictive Inference,j
298,single_numeric_response,collider,weather,II,mmp,gpt-4o,0.0,80.0,pilot_study,,Predictive Inference,j
299,single_numeric_response,collider,weather,II,mmp,humans,,71.25,pilot_study,77.0,Predictive Inference,j
299,single_numeric_response,collider,weather,II,mmp,gpt-4o,0.0,100.0,pilot_study,,Predictive Inference,j
300,single_numeric_response,collider,weather,III,mmp,gpt-4o,0.0,100.0,pilot_study,,Predictive Inference,k
300,single_numeric_response,collider,weather,III,mmp,humans,,93.33333333333333,pilot_study,57.0,Predictive Inference,k
321,single_numeric_response,collider,sociology,VI,ppp,humans,,68.75,pilot_study,38.0,Effect-Present Diagnostic Inference,a
321,single_numeric_response,collider,sociology,VI,ppp,gpt-4o,0.0,75.0,pilot_study,,Effect-Present Diagnostic Inference,a
322,single_numeric_response,collider,sociology,VI,ppp,humans,,68.75,pilot_study,121.0,Effect-Present Diagnostic Inference,a
322,single_numeric_response,collider,sociology,VI,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
323,single_numeric_response,collider,sociology,VII,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
323,single_numeric_response,collider,sociology,VII,ppp,humans,,70.83333333333333,pilot_study,29.0,Effect-Present Diagnostic Inference,b
324,single_numeric_response,collider,sociology,VII,ppp,humans,,70.83333333333333,pilot_study,74.0,Effect-Present Diagnostic Inference,b
324,single_numeric_response,collider,sociology,VII,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
325,single_numeric_response,collider,sociology,VIII,ppp,gpt-4o,0.0,75.0,pilot_study,,Effect-Present Diagnostic Inference,c
325,single_numeric_response,collider,sociology,VIII,ppp,humans,,76.66666666666667,pilot_study,38.0,Effect-Present Diagnostic Inference,c
326,single_numeric_response,collider,sociology,VIII,ppp,humans,,76.66666666666667,pilot_study,74.0,Effect-Present Diagnostic Inference,c
326,single_numeric_response,collider,sociology,VIII,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,c
327,single_numeric_response,collider,sociology,IV,ppp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
327,single_numeric_response,collider,sociology,IV,ppp,humans,,63.75,pilot_study,88.0,Conditional Independence,d
328,single_numeric_response,collider,sociology,IV,ppp,humans,,63.75,pilot_study,88.0,Conditional Independence,d
328,single_numeric_response,collider,sociology,IV,ppp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
329,single_numeric_response,collider,sociology,V,ppp,humans,,47.5,pilot_study,29.0,Conditional Independence,e
329,single_numeric_response,collider,sociology,V,ppp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
330,single_numeric_response,collider,sociology,V,ppp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
330,single_numeric_response,collider,sociology,V,ppp,humans,,47.5,pilot_study,29.0,Conditional Independence,e
331,single_numeric_response,collider,sociology,IX,ppp,humans,,46.25,pilot_study,10.0,Effect-Absent Diagnostic Inference,f
331,single_numeric_response,collider,sociology,IX,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,f
332,single_numeric_response,collider,sociology,IX,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,f
332,single_numeric_response,collider,sociology,IX,ppp,humans,,46.25,pilot_study,74.0,Effect-Absent Diagnostic Inference,f
333,single_numeric_response,collider,sociology,X,ppp,humans,,46.25,pilot_study,29.0,Effect-Absent Diagnostic Inference,g
333,single_numeric_response,collider,sociology,X,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,g
334,single_numeric_response,collider,sociology,X,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,g
334,single_numeric_response,collider,sociology,X,ppp,humans,,46.25,pilot_study,88.0,Effect-Absent Diagnostic Inference,g
335,single_numeric_response,collider,sociology,XI,ppp,humans,,45.833333333333336,pilot_study,38.0,Effect-Absent Diagnostic Inference,h
335,single_numeric_response,collider,sociology,XI,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,h
336,single_numeric_response,collider,sociology,XI,ppp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,h
336,single_numeric_response,collider,sociology,XI,ppp,humans,,45.833333333333336,pilot_study,29.0,Effect-Absent Diagnostic Inference,h
337,single_numeric_response,collider,sociology,I,ppp,humans,,47.5,pilot_study,88.0,Predictive Inference,i
337,single_numeric_response,collider,sociology,I,ppp,gpt-4o,0.0,50.0,pilot_study,,Predictive Inference,i
338,single_numeric_response,collider,sociology,II,ppp,gpt-4o,0.0,70.0,pilot_study,,Predictive Inference,j
338,single_numeric_response,collider,sociology,II,ppp,humans,,68.75,pilot_study,38.0,Predictive Inference,j
339,single_numeric_response,collider,sociology,II,ppp,humans,,68.75,pilot_study,10.0,Predictive Inference,j
339,single_numeric_response,collider,sociology,II,ppp,gpt-4o,0.0,75.0,pilot_study,,Predictive Inference,j
340,single_numeric_response,collider,sociology,III,ppp,humans,,95.0,pilot_study,29.0,Predictive Inference,k
340,single_numeric_response,collider,sociology,III,ppp,gpt-4o,0.0,100.0,pilot_study,,Predictive Inference,k
381,single_numeric_response,collider,sociology,VI,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
381,single_numeric_response,collider,sociology,VI,pmm,humans,,47.5,pilot_study,141.0,Effect-Present Diagnostic Inference,a
382,single_numeric_response,collider,sociology,VI,pmm,humans,,47.5,pilot_study,108.0,Effect-Present Diagnostic Inference,a
382,single_numeric_response,collider,sociology,VI,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
383,single_numeric_response,collider,sociology,VII,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
383,single_numeric_response,collider,sociology,VII,pmm,humans,,63.75,pilot_study,141.0,Effect-Present Diagnostic Inference,b
384,single_numeric_response,collider,sociology,VII,pmm,humans,,63.75,pilot_study,1.0,Effect-Present Diagnostic Inference,b
384,single_numeric_response,collider,sociology,VII,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
385,single_numeric_response,collider,sociology,VIII,pmm,humans,,73.125,pilot_study,1.0,Effect-Present Diagnostic Inference,c
385,single_numeric_response,collider,sociology,VIII,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,c
386,single_numeric_response,collider,sociology,VIII,pmm,gpt-4o,0.0,80.0,pilot_study,,Effect-Present Diagnostic Inference,c
386,single_numeric_response,collider,sociology,VIII,pmm,humans,,73.125,pilot_study,141.0,Effect-Present Diagnostic Inference,c
387,single_numeric_response,collider,sociology,IV,pmm,humans,,30.625,pilot_study,141.0,Conditional Independence,d
387,single_numeric_response,collider,sociology,IV,pmm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
388,single_numeric_response,collider,sociology,IV,pmm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
388,single_numeric_response,collider,sociology,IV,pmm,humans,,30.625,pilot_study,28.0,Conditional Independence,d
389,single_numeric_response,collider,sociology,V,pmm,humans,,35.0,pilot_study,141.0,Conditional Independence,e
389,single_numeric_response,collider,sociology,V,pmm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
390,single_numeric_response,collider,sociology,V,pmm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
390,single_numeric_response,collider,sociology,V,pmm,humans,,35.0,pilot_study,1.0,Conditional Independence,e
391,single_numeric_response,collider,sociology,IX,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,f
391,single_numeric_response,collider,sociology,IX,pmm,humans,,15.625,pilot_study,28.0,Effect-Absent Diagnostic Inference,f
392,single_numeric_response,collider,sociology,IX,pmm,humans,,15.625,pilot_study,108.0,Effect-Absent Diagnostic Inference,f
392,single_numeric_response,collider,sociology,IX,pmm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,f
393,single_numeric_response,collider,sociology,X,pmm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
393,single_numeric_response,collider,sociology,X,pmm,humans,,15.625,pilot_study,28.0,Effect-Absent Diagnostic Inference,g
394,single_numeric_response,collider,sociology,X,pmm,humans,,15.625,pilot_study,1.0,Effect-Absent Diagnostic Inference,g
394,single_numeric_response,collider,sociology,X,pmm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
395,single_numeric_response,collider,sociology,XI,pmm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
395,single_numeric_response,collider,sociology,XI,pmm,humans,,20.625,pilot_study,108.0,Effect-Absent Diagnostic Inference,h
396,single_numeric_response,collider,sociology,XI,pmm,humans,,20.625,pilot_study,108.0,Effect-Absent Diagnostic Inference,h
396,single_numeric_response,collider,sociology,XI,pmm,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,h
397,single_numeric_response,collider,sociology,I,pmm,gpt-4o,0.0,0.0,pilot_study,,Predictive Inference,i
397,single_numeric_response,collider,sociology,I,pmm,humans,,42.5,pilot_study,1.0,Predictive Inference,i
398,single_numeric_response,collider,sociology,II,pmm,humans,,79.375,pilot_study,28.0,Predictive Inference,j
398,single_numeric_response,collider,sociology,II,pmm,gpt-4o,0.0,70.0,pilot_study,,Predictive Inference,j
399,single_numeric_response,collider,sociology,II,pmm,gpt-4o,0.0,70.0,pilot_study,,Predictive Inference,j
399,single_numeric_response,collider,sociology,II,pmm,humans,,79.375,pilot_study,28.0,Predictive Inference,j
400,single_numeric_response,collider,sociology,III,pmm,gpt-4o,0.0,100.0,pilot_study,,Predictive Inference,k
400,single_numeric_response,collider,sociology,III,pmm,humans,,92.5,pilot_study,1.0,Predictive Inference,k
421,single_numeric_response,collider,sociology,VI,mpm,humans,,56.25,pilot_study,71.0,Effect-Present Diagnostic Inference,a
421,single_numeric_response,collider,sociology,VI,mpm,gpt-4o,0.0,75.0,pilot_study,,Effect-Present Diagnostic Inference,a
422,single_numeric_response,collider,sociology,VI,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
422,single_numeric_response,collider,sociology,VI,mpm,humans,,56.25,pilot_study,71.0,Effect-Present Diagnostic Inference,a
423,single_numeric_response,collider,sociology,VII,mpm,humans,,62.5,pilot_study,71.0,Effect-Present Diagnostic Inference,b
423,single_numeric_response,collider,sociology,VII,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
424,single_numeric_response,collider,sociology,VII,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
424,single_numeric_response,collider,sociology,VII,mpm,humans,,62.5,pilot_study,71.0,Effect-Present Diagnostic Inference,b
425,single_numeric_response,collider,sociology,VIII,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,c
425,single_numeric_response,collider,sociology,VIII,mpm,humans,,76.25,pilot_study,71.0,Effect-Present Diagnostic Inference,c
426,single_numeric_response,collider,sociology,VIII,mpm,humans,,76.25,pilot_study,99.0,Effect-Present Diagnostic Inference,c
426,single_numeric_response,collider,sociology,VIII,mpm,gpt-4o,0.0,100.0,pilot_study,,Effect-Present Diagnostic Inference,c
427,single_numeric_response,collider,sociology,IV,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
427,single_numeric_response,collider,sociology,IV,mpm,humans,,50.0,pilot_study,71.0,Conditional Independence,d
428,single_numeric_response,collider,sociology,IV,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
428,single_numeric_response,collider,sociology,IV,mpm,humans,,50.0,pilot_study,99.0,Conditional Independence,d
429,single_numeric_response,collider,sociology,V,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
429,single_numeric_response,collider,sociology,V,mpm,humans,,50.0,pilot_study,71.0,Conditional Independence,e
430,single_numeric_response,collider,sociology,V,mpm,humans,,50.0,pilot_study,99.0,Conditional Independence,e
430,single_numeric_response,collider,sociology,V,mpm,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
431,single_numeric_response,collider,sociology,IX,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,f
431,single_numeric_response,collider,sociology,IX,mpm,humans,,31.25,pilot_study,71.0,Effect-Absent Diagnostic Inference,f
432,single_numeric_response,collider,sociology,IX,mpm,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,f
432,single_numeric_response,collider,sociology,IX,mpm,humans,,31.25,pilot_study,71.0,Effect-Absent Diagnostic Inference,f
433,single_numeric_response,collider,sociology,X,mpm,humans,,42.5,pilot_study,99.0,Effect-Absent Diagnostic Inference,g
433,single_numeric_response,collider,sociology,X,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
434,single_numeric_response,collider,sociology,X,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
434,single_numeric_response,collider,sociology,X,mpm,humans,,42.5,pilot_study,71.0,Effect-Absent Diagnostic Inference,g
435,single_numeric_response,collider,sociology,XI,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
435,single_numeric_response,collider,sociology,XI,mpm,humans,,25.0,pilot_study,71.0,Effect-Absent Diagnostic Inference,h
436,single_numeric_response,collider,sociology,XI,mpm,humans,,25.0,pilot_study,71.0,Effect-Absent Diagnostic Inference,h
436,single_numeric_response,collider,sociology,XI,mpm,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
437,single_numeric_response,collider,sociology,I,mpm,humans,,0.0,pilot_study,71.0,Predictive Inference,i
437,single_numeric_response,collider,sociology,I,mpm,gpt-4o,0.0,0.0,pilot_study,,Predictive Inference,i
438,single_numeric_response,collider,sociology,II,mpm,gpt-4o,0.0,50.0,pilot_study,,Predictive Inference,j
438,single_numeric_response,collider,sociology,II,mpm,humans,,62.5,pilot_study,71.0,Predictive Inference,j
439,single_numeric_response,collider,sociology,II,mpm,gpt-4o,0.0,50.0,pilot_study,,Predictive Inference,j
439,single_numeric_response,collider,sociology,II,mpm,humans,,62.5,pilot_study,99.0,Predictive Inference,j
440,single_numeric_response,collider,sociology,III,mpm,humans,,100.0,pilot_study,99.0,Predictive Inference,k
440,single_numeric_response,collider,sociology,III,mpm,gpt-4o,0.0,90.0,pilot_study,,Predictive Inference,k
441,single_numeric_response,collider,sociology,VI,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
441,single_numeric_response,collider,sociology,VI,mmp,humans,,80.625,pilot_study,107.0,Effect-Present Diagnostic Inference,a
442,single_numeric_response,collider,sociology,VI,mmp,humans,,80.625,pilot_study,107.0,Effect-Present Diagnostic Inference,a
442,single_numeric_response,collider,sociology,VI,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,a
443,single_numeric_response,collider,sociology,VII,mmp,humans,,66.875,pilot_study,39.0,Effect-Present Diagnostic Inference,b
443,single_numeric_response,collider,sociology,VII,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
444,single_numeric_response,collider,sociology,VII,mmp,humans,,66.875,pilot_study,39.0,Effect-Present Diagnostic Inference,b
444,single_numeric_response,collider,sociology,VII,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,b
445,single_numeric_response,collider,sociology,VIII,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,c
445,single_numeric_response,collider,sociology,VIII,mmp,humans,,75.625,pilot_study,137.0,Effect-Present Diagnostic Inference,c
446,single_numeric_response,collider,sociology,VIII,mmp,humans,,75.625,pilot_study,63.0,Effect-Present Diagnostic Inference,c
446,single_numeric_response,collider,sociology,VIII,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Present Diagnostic Inference,c
447,single_numeric_response,collider,sociology,IV,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
447,single_numeric_response,collider,sociology,IV,mmp,humans,,57.5,pilot_study,39.0,Conditional Independence,d
448,single_numeric_response,collider,sociology,IV,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,d
448,single_numeric_response,collider,sociology,IV,mmp,humans,,57.5,pilot_study,39.0,Conditional Independence,d
449,single_numeric_response,collider,sociology,V,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
449,single_numeric_response,collider,sociology,V,mmp,humans,,46.25,pilot_study,63.0,Conditional Independence,e
450,single_numeric_response,collider,sociology,V,mmp,gpt-4o,0.0,50.0,pilot_study,,Conditional Independence,e
450,single_numeric_response,collider,sociology,V,mmp,humans,,46.25,pilot_study,39.0,Conditional Independence,e
451,single_numeric_response,collider,sociology,IX,mmp,humans,,29.375,pilot_study,39.0,Effect-Absent Diagnostic Inference,f
451,single_numeric_response,collider,sociology,IX,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,f
452,single_numeric_response,collider,sociology,IX,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,f
452,single_numeric_response,collider,sociology,IX,mmp,humans,,29.375,pilot_study,137.0,Effect-Absent Diagnostic Inference,f
453,single_numeric_response,collider,sociology,X,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,g
453,single_numeric_response,collider,sociology,X,mmp,humans,,43.125,pilot_study,39.0,Effect-Absent Diagnostic Inference,g
454,single_numeric_response,collider,sociology,X,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,g
454,single_numeric_response,collider,sociology,X,mmp,humans,,43.125,pilot_study,107.0,Effect-Absent Diagnostic Inference,g
455,single_numeric_response,collider,sociology,XI,mmp,humans,,36.25,pilot_study,63.0,Effect-Absent Diagnostic Inference,h
455,single_numeric_response,collider,sociology,XI,mmp,gpt-4o,0.0,0.0,pilot_study,,Effect-Absent Diagnostic Inference,h
456,single_numeric_response,collider,sociology,XI,mmp,gpt-4o,0.0,50.0,pilot_study,,Effect-Absent Diagnostic Inference,h
456,single_numeric_response,collider,sociology,XI,mmp,humans,,36.25,pilot_study,107.0,Effect-Absent Diagnostic Inference,h
457,single_numeric_response,collider,sociology,I,mmp,gpt-4o,0.0,50.0,pilot_study,,Predictive Inference,i
457,single_numeric_response,collider,sociology,I,mmp,humans,,20.0,pilot_study,107.0,Predictive Inference,i
